"logFC","AveExpr","t","P.Value","adj.P.Val","B","probe_id","symbol","neg_log10_fdr","category"
-0.519717203937829,9.57723838627692,-9.08892688168513,1.16181832423942e-16,5.8076003396115e-14,27.2937849436233,"ILMN_1677237","CHCHD2",13.23600327803,"NS"
-0.45709041120324,7.30216668737949,-9.08843229598675,1.16553255705314e-16,5.8076003396115e-14,27.2906737912763,"ILMN_2150112","NRN1",13.23600327803,"NS"
0.680830415993687,10.8197259003692,9.08209611923042,1.21417258186146e-16,5.91998544840874e-14,27.2508224522077,"ILMN_1810559","RHOQ",13.2276793607912,"Up in AD"
-0.637508112523564,8.75999263913846,-9.08046197992851,1.22704090557575e-16,5.91998544840874e-14,27.2405463159979,"ILMN_1750100","TUBB8",13.2276793607912,"Down in AD"
0.167656996597833,6.36764466255385,9.05833245584737,1.41524522830993e-16,6.72130917413753e-14,27.1014585619119,"ILMN_1703327","PSTPIP1",13.1725461269867,"NS"
0.63048162785325,9.53964536313333,9.04963557574029,1.49682496692272e-16,6.99938382609476e-14,27.0468339145532,"ILMN_1718734","MLLT6",13.1549401903722,"Up in AD"
-0.8944477535344,11.0077669431744,-9.02456312310533,1.75909400317108e-16,7.77294145055454e-14,26.8894717108305,"ILMN_1775448","PFN2",13.1094146035922,"Down in AD"
0.415960293905533,6.83110720893333,9.02981171146287,1.70065794172861e-16,7.77294145055454e-14,26.9223990546348,"ILMN_1796762","CCDC102A",13.1094146035922,"NS"
0.38447978679718,7.95210911411795,9.02184671531386,1.79011647158683e-16,7.77294145055454e-14,26.8724331540272,"ILMN_2152581","STK38",13.1094146035922,"NS"
-0.360384783797391,6.79143118230256,-9.02646255509827,1.73771957753508e-16,7.77294145055454e-14,26.9013870346187,"ILMN_1728645","STMN3",13.1094146035922,"NS"
0.722666165944877,8.90916806845641,9.01224731476023,1.90416291764118e-16,8.15169463122585e-14,26.8122377039947,"ILMN_1718769","ITSN1",13.0887520977035,"Up in AD"
0.472636523853355,7.10418353217949,9.00182927989919,2.03611277152276e-16,8.59550662367144e-14,26.7469377930935,"ILMN_1700144","ITGA10",13.0657285206778,"NS"
0.228368943822428,6.55815066129231,8.9977845101928,2.08975515696041e-16,8.70111068435776e-14,26.7215934574572,"ILMN_1704335","FXR1",13.0604253067722,"NS"
-0.392373313485378,7.02337267959487,-8.99046942329499,2.19035829634818e-16,8.99674870506795e-14,26.6757690747352,"ILMN_1730818","MIR7-3HG",13.0459144099561,"NS"
0.629359720742268,9.32961750549744,8.9799655070269,2.34328481741882e-16,9.13130025967242e-14,26.6099948955038,"ILMN_1738239","RBM6",13.0394673763109,"Up in AD"
