receiver_context,target_clean,max_regulatory_potential,sum_regulatory_potential,n_supporting_top_ligands,best_ligand,supporting_ligands_top5,logFC,PValue,FDR,direction,neglog10P,upstream_evidence_score,upstream_priority_tier,upstream_sources,celloracle_rank_in_lineage,celloracle_perturbation_score,celloracle_log2FC_AD_vs_CN,abs_logFC,display_class
Astrocytes,FOS,0.21174107407202,1.6921359805854552,20,TGFB1,TGFB1:0.2117;EGF:0.2015;BMP2:0.1833;FGF2:0.1702;IL1B:0.1546,0.782824063100983,0.0267990697564195,0.47582639413186,AD-enriched_nominal,1.57188028084679,NA,NA,NA,NA,NA,NA,0.782824063100983,NicheNet target
Astrocytes,PFKFB3,0.1986434657027377,1.1389153832100547,20,TGFB1,TGFB1:0.1986;EGF:0.1858;TGFB3:0.1836;IL1B:0.1828;PDGFB:0.1345,0.374409097409434,0.0214815645836785,0.448139791802823,AD-enriched_nominal,1.66793409050914,NA,NA,NA,NA,NA,NA,0.374409097409434,NicheNet target
Astrocytes,LTBP1,0.19569008763827642,0.5863220230896635,20,FGF2,FGF2:0.1957;TGFB1:0.1515;PDGFB:0.0774;S100A4:0.0157;IL6:0.0147,0.411798607849239,0.0144050851802446,0.397067199599604,AD-enriched_nominal,1.84148416930298,1.27956104023479,Tier 3 supporting,day2_subtype_DEGs_Astrocytes;day2_subtype_DEGs_Endothelial;day3_Day3_1_CapEC_ActHigh_Specific_LR_pairs;day3_Day3_1_CapEC_ActHigh_vs_ActLow_LIANA;day3_Day3_1_CapEC_State_LIANA_all;day3_Day3_1_CapEC_State_LIANA_TargetFocus;day3_Day3_1_LIANA_raw_NC;day3_Day3_1_LIANA_raw_UC;day3_Day3_1_State_LIANA_Endo_to_NVU_NC;day3_Day3_1_State_LIANA_Endo_to_NVU_UC;day3_Day3_1_State_LIANA_raw_NC;day3_Day3_1_State_LIANA_raw_UC;day3_Day3_1_subtype_positive_markers_all,NA,NA,NA,0.411798607849239,NicheNet + upstream
Astrocytes,SLC7A2,0.19384539797297193,0.41457240913700627,20,IL1B,IL1B:0.1938;FGF1:0.0669;PDGFB:0.0533;IL6:0.0088;BMP2:0.0083,0.434100155752945,0.0235484812344246,0.458369405706112,AD-enriched_nominal,1.62803709757027,NA,NA,NA,NA,NA,NA,0.434100155752945,NicheNet target
Astrocytes,NAV2,0.1919225007643403,0.4938369851628609,20,BMP2,BMP2:0.1919;FGF1:0.0674;IL1B:0.0584;EGF:0.0414;IL6:0.0137,0.309505920517171,0.00824428862292446,0.341125521353813,AD-enriched_nominal,2.08384681248364,NA,NA,NA,NA,NA,NA,0.309505920517171,NicheNet target
Astrocytes,DUSP1,0.18853018587909898,1.054659146260757,20,EGF,EGF:0.1885;BMP2:0.1347;TGFB3:0.1291;CSF1:0.1279;IL1B:0.116,1.22969193895141,2.7084912067643e-4,0.103588808288979,AD-enriched_nominal,3.5672725700306,NA,NA,NA,NA,NA,NA,1.22969193895141,NicheNet target
Astrocytes,ENAH,0.18796691864231801,0.3960153474075561,20,BMP2,BMP2:0.188;IL1B:0.054;TGFB1:0.0536;TGFB3:0.0096;BMP1:0.0089,0.277529204828195,0.00881511528627294,0.350892691384595,AD-enriched_nominal,2.05477200351613,NA,NA,NA,NA,NA,NA,0.277529204828195,NicheNet target
Astrocytes,ZBTB1,0.187962404996038,0.29861208843852044,20,BMP2,BMP2:0.188;BMP1:0.0093;TGFB3:0.0088;IL1B:0.0085;S100A4:0.008,0.198517370804437,0.0247630321809787,0.46460485289024,AD-enriched_nominal,1.606196177954,NA,NA,NA,NA,NA,NA,0.198517370804437,NicheNet target
Astrocytes,TNIP1,0.1866447222641572,0.39200743193734383,20,IL1B,IL1B:0.1866;TGFB3:0.0822;IL6:0.0108;S100A4:0.01;ICAM1:0.0095,0.216171242122574,0.0146695821968873,0.398443872683594,AD-enriched_nominal,1.83358225508448,NA,NA,NA,NA,NA,NA,0.216171242122574,NicheNet target
Astrocytes,GBP2,0.18650354713425185,0.6793212027841314,20,IL1B,IL1B:0.1865;TGFB1:0.153;IL6:0.1496;CSF1:0.0706;S100A4:0.0109,1.00793672657517,0.0152779306787197,0.40410840567208,AD-enriched_nominal,1.81593546484884,NA,NA,NA,NA,NA,NA,1.00793672657517,NicheNet target
Astrocytes,CTPS1,0.18480878669205872,0.6392398216229103,20,TGFB3,TGFB3:0.1848;TGFB1:0.1761;FGF2:0.0781;BMP2:0.0541;EGF:0.052,0.358938639471236,0.0235440099063961,0.458369405706112,AD-enriched_nominal,1.62811956817432,NA,NA,NA,NA,NA,NA,0.358938639471236,NicheNet target
Astrocytes,SMTN,0.18449714205595713,0.5032019682812343,20,TGFB1,TGFB1:0.1845;FGF2:0.1283;FGF1:0.0666;PDGFB:0.0522;S100A4:0.0072,0.516562327447432,0.0338256438355643,0.500013482890546,AD-enriched_nominal,1.47075392831285,NA,NA,NA,NA,NA,NA,0.516562327447432,NicheNet target
Astrocytes,IER5,0.18234494137129875,0.632014263186745,20,EGF,EGF:0.1823;CSF1:0.1359;BMP2:0.0703;PDGFB:0.0662;IL1B:0.0559,0.325399818555395,0.0481249206244223,0.545381783336324,AD-enriched_nominal,1.31762997379313,NA,NA,NA,NA,NA,NA,0.325399818555395,NicheNet target
Astrocytes,RGS2,0.18209574702771372,1.2259956335043505,20,BMP2,BMP2:0.1821;EGF:0.1792;CSF1:0.1408;TGFB1:0.1371;TGFB3:0.1176,0.905925114614078,0.0144633060117775,0.397067199599604,AD-enriched_nominal,1.83973242498309,NA,NA,NA,NA,NA,NA,0.905925114614078,NicheNet target
Astrocytes,FHL2,0.17891210541489208,0.5554200736101766,20,EGF,EGF:0.1789;FGF2:0.0836;BMP2:0.0609;TGFB1:0.0575;TGFB3:0.0574,0.978182275223524,0.0207299543940767,0.446819406989067,AD-enriched_nominal,1.68340165335344,NA,NA,NA,NA,NA,NA,0.978182275223524,NicheNet target
Astrocytes,TNFAIP6,0.17547305944955027,0.7653866653405574,20,IL1B,IL1B:0.1755;TGFB1:0.1485;BMP2:0.1142;CSF1:0.0703;FGF1:0.0697,0.436416834766028,0.0362174489277582,0.505085630854057,AD-enriched_nominal,1.44108214363036,NA,NA,NA,NA,NA,NA,0.436416834766028,NicheNet target
Astrocytes,KLF2,0.17472634312826196,0.8284928907840066,20,PDGFB,PDGFB:0.1747;TGFB3:0.1439;FGF2:0.1308;EGF:0.117;CSF1:0.0696,0.85613153252648,0.00871196296401771,0.348472750694587,AD-enriched_nominal,2.05988397950537,NA,NA,NA,NA,NA,NA,0.85613153252648,NicheNet target
Astrocytes,ELN,0.1740982856169208,0.546275298704673,20,TGFB1,TGFB1:0.1741;BMP2:0.1512;IL1B:0.0695;EFEMP2:0.0651;BMP1:0.0095,0.552730682794053,0.00202557377932028,0.209478567781412,AD-enriched_nominal,2.69345193348848,NA,NA,NA,NA,NA,NA,0.552730682794053,NicheNet target
Astrocytes,ADAMTS1,0.16584497684041893,0.682583536189601,20,TGFB1,TGFB1:0.1658;BMP2:0.1126;IL1B:0.1095;PDGFB:0.0702;TGFB3:0.0691,0.804255604133019,0.0201869822441324,0.443470727641368,AD-enriched_nominal,1.69492859897002,NA,NA,NA,NA,NA,NA,0.804255604133019,NicheNet target
Astrocytes,CDC25B,0.15412319114100123,0.31295149141176365,20,TGFB1,TGFB1:0.1541;BMP2:0.0555;S100A4:0.0116;IL6:0.0088;IL1B:0.0077,0.470764680075086,3.14905532546954e-5,0.0371352349255996,AD-enriched_FDR,4.50181970921577,NA,NA,NA,NA,NA,NA,0.470764680075086,NicheNet target
Astrocytes,PTPRK,0.15208787514955754,0.28492589496741927,20,TGFB1,TGFB1:0.1521;S100A4:0.0113;TGFB3:0.011;BMP2:0.0101;BMP1:0.0101,0.2455399507146,0.0275495736342595,0.476383681480149,AD-enriched_nominal,1.5598851180362,NA,NA,NA,NA,NA,NA,0.2455399507146,NicheNet target
Astrocytes,INPP5D,0.15075267286706018,0.37493956149996893,20,TGFB1,TGFB1:0.1508;FGF1:0.0682;IL6:0.0667;S100A4:0.0094;IL1B:0.0067,0.517513004279376,0.0083521415131493,0.342662754157023,AD-enriched_nominal,2.07820215588166,NA,NA,NA,NA,NA,NA,0.517513004279376,NicheNet target
Astrocytes,RRAD,0.15052960785338523,0.5168143009775416,20,TGFB1,TGFB1:0.1505;PDGFB:0.116;TGFB3:0.0681;EGF:0.0535;IL1B:0.0473,1.23449986382083,1.2536572670405e-4,0.0698725415265948,AD-enriched_nominal,3.90182117752252,NA,NA,NA,NA,NA,NA,1.23449986382083,NicheNet target
Astrocytes,C3,0.14899827218669554,0.5911446457697548,20,IL1B,IL1B:0.149;BMP2:0.1224;IL6:0.0756;CSF1:0.0714;TGFB1:0.0448,1.13226472451464,2.8569562663418e-4,0.103808894578626,AD-enriched_nominal,3.54409640765078,NA,NA,NA,NA,NA,NA,1.13226472451464,NicheNet target
Astrocytes,GPNMB,0.1484018717916914,0.4056795119076837,20,CSF1,CSF1:0.1484;BMP2:0.1251;S100A4:0.0133;IL6:0.0103;IL1B:0.0096,1.18357478464455,3.03608443117661e-6,0.0214818153927901,AD-enriched_FDR,5.51768615521258,NA,NA,NA,NA,NA,NA,1.18357478464455,NicheNet target
Astrocytes,BTG3,0.14839743796232605,0.32706916223012916,20,IL1B,IL1B:0.1484;CSF1:0.0697;S100A4:0.0116;IL6:0.0089;BMP2:0.0076,0.527621867220449,0.0255152320526191,0.470138084344548,AD-enriched_nominal,1.59320047754873,NA,NA,NA,NA,NA,NA,0.527621867220449,NicheNet target
Astrocytes,CD9,0.14801539743374945,0.5559383127743693,20,IL6,IL6:0.148;IL1B:0.0691;CSF1:0.0686;FGF1:0.0678;FGF2:0.0564,0.393029208087066,0.0217169586422753,0.448139791802823,AD-enriched_nominal,1.66320099572049,3.0542578268663982,Tier 2 multi-evidence,day2_subtype_DEGs_Astrocytes;day2_subtype_DEGs_Endothelial;day3_Day3_1_CapEC_ActHigh_Specific_LR_pairs;day3_Day3_1_CapEC_ActHigh_vs_ActLow_LIANA;day3_Day3_1_CapEC_State_LIANA_all;day3_Day3_1_CapEC_State_LIANA_TargetFocus;day3_Day3_1_LIANA_raw_NC;day3_Day3_1_LIANA_raw_UC;day3_Day3_1_State_LIANA_Endo_to_NVU_NC;day3_Day3_1_State_LIANA_Endo_to_NVU_UC;day3_Day3_1_State_LIANA_raw_NC;day3_Day3_1_State_LIANA_raw_UC;day3_Day3_1_subtype_positive_markers_all,NA,NA,NA,0.393029208087066,NicheNet + upstream
Astrocytes,B2M,0.14776159221445775,0.29068556025341985,20,IL6,IL6:0.1478;IL1B:0.0123;S100A4:0.0119;BMP2:0.01;TGFB3:0.0093,0.4450692042099,0.00429698842001999,0.286713730273204,AD-enriched_nominal,2.36683581669734,2.737943693847928,Tier 2 multi-evidence,day2_subtype_DEGs_Astrocytes;day2_subtype_DEGs_Endothelial;day2_subtype_DEGs_Microglia;day3_Day3_1_CapEC_ActHigh_vs_ActLow_LIANA;day3_Day3_1_CapEC_State_LIANA_all;day3_Day3_1_CapEC_State_LIANA_TargetFocus;day3_Day3_1_LIANA_raw_NC;day3_Day3_1_LIANA_raw_UC;day3_Day3_1_State_LIANA_Endo_to_NVU_NC;day3_Day3_1_State_LIANA_Endo_to_NVU_UC;day3_Day3_1_State_LIANA_raw_NC;day3_Day3_1_State_LIANA_raw_UC;day3_Day3_1_subtype_positive_markers_all,11,0.266895319702751,0.3090496337076586,0.4450692042099,NicheNet + upstream + CellOracle
Astrocytes,CX3CL1,0.14683763389331247,0.3328489064043446,20,IL1B,IL1B:0.1468;EGF:0.0542;TGFB1:0.041;S100A4:0.0086;IL6:0.008,0.562056528943131,0.0037789213731368,0.268721187694768,AD-enriched_nominal,2.42263214422166,NA,NA,NA,NA,NA,NA,0.562056528943131,NicheNet target
Astrocytes,MGLL,0.14631590742104458,0.6161968163523659,20,CSF1,CSF1:0.1463;BMP2:0.1221;TGFB1:0.0921;FGF1:0.0684;IL1B:0.0614,0.238891458509186,0.0309407982397583,0.485629839881159,AD-enriched_nominal,1.50946848615539,NA,NA,NA,NA,NA,NA,0.238891458509186,NicheNet target
Astrocytes,IFITM3,0.14584716400184905,0.3258084282291314,20,IL6,IL6:0.1458;TGFB1:0.0805;BMP2:0.0092;IL1B:0.0082;FGF2:0.0074,0.485871128699825,0.0342403387133428,0.500013482890546,AD-enriched_nominal,1.46546194783226,NA,NA,NA,NA,NA,NA,0.485871128699825,NicheNet target
Astrocytes,A4GALT,0.1453266297029952,0.3983635892471248,20,TGFB3,TGFB3:0.1453;IL1B:0.0907;TGFB1:0.0898;IL6:0.0074;BMP2:0.0066,0.778825714167163,0.00282909838622629,0.226880471234313,AD-enriched_nominal,2.54835194902509,NA,NA,NA,NA,NA,NA,0.778825714167163,NicheNet target
Astrocytes,ST6GAL1,0.14503972316763705,0.34435008926166066,20,IL6,IL6:0.145;TGFB1:0.0555;PDGFB:0.0271;IL1B:0.01;BMP2:0.01,0.725326938768921,0.0043763808733667,0.286713730273204,AD-enriched_nominal,2.35888488868481,NA,NA,NA,NA,NA,NA,0.725326938768921,NicheNet target
Astrocytes,COLEC12,0.144404281615489,0.5555443054338463,20,CSF1,CSF1:0.1444;BMP2:0.1125;TGFB1:0.0877;FGF2:0.0821;IL1B:0.0479,0.545958439312536,0.0281255029266765,0.477256488945378,AD-enriched_nominal,1.55089970296671,2.375961992367261,Tier 2 multi-evidence,day2_subtype_DEGs_Astrocytes;day2_subtype_DEGs_Endothelial;day3_Day3_1_CapEC_ActHigh_Specific_LR_pairs;day3_Day3_1_CapEC_ActHigh_vs_ActLow_LIANA;day3_Day3_1_CapEC_State_LIANA_all;day3_Day3_1_CapEC_State_LIANA_TargetFocus;day3_Day3_1_LIANA_raw_NC;day3_Day3_1_LIANA_raw_UC;day3_Day3_1_State_LIANA_Endo_to_NVU_NC;day3_Day3_1_State_LIANA_Endo_to_NVU_UC;day3_Day3_1_State_LIANA_raw_NC;day3_Day3_1_State_LIANA_raw_UC;day3_Day3_1_subtype_positive_markers_all,10,0.2817169235848505,-0.0027609124227629,0.545958439312536,NicheNet + upstream + CellOracle
Astrocytes,S100A6,0.14299201052506838,0.2785463857894361,20,FGF2,FGF2:0.143;S100A4:0.011;IL1B:0.0105;BMP2:0.0103;IL6:0.0099,0.788410894686627,7.53881597307812e-5,0.0666761155218928,AD-enriched_nominal,4.12269685794153,NA,NA,NA,NA,NA,NA,0.788410894686627,NicheNet target
Astrocytes,MTMR11,0.14238980592427328,0.3988042636153857,20,CSF1,CSF1:0.1424;TGFB3:0.0825;FGF2:0.0812;IL6:0.0088;BMP2:0.008,0.516047065866882,0.00468133932987569,0.294425034920315,AD-enriched_nominal,2.32962987761826,NA,NA,NA,NA,NA,NA,0.516047065866882,NicheNet target
Astrocytes,ATF3,0.1360522517201517,0.8121621320160104,20,PDGFB,PDGFB:0.1361;FGF2:0.12;EGF:0.1176;IL1B:0.1176;CSF1:0.0733,1.16708455887791,3.9970223481116e-4,0.110905614212017,AD-enriched_nominal,3.39826342351011,NA,NA,NA,NA,NA,NA,1.16708455887791,NicheNet target
Astrocytes,SPP1,0.13310981975994893,0.8545616152965468,20,FGF2,FGF2:0.1331;TGFB3:0.1325;TGFB1:0.1175;CSF1:0.0719;FGF1:0.0706,1.0745688606648,1.9691215544332e-4,0.092883463722616,AD-enriched_nominal,3.70572747391257,NA,NA,NA,NA,NA,NA,1.0745688606648,NicheNet target
Astrocytes,CAMK2B,0.13262656944941623,0.22631565036524995,20,TGFB1,TGFB1:0.1326;S100A4:0.0083;IL1B:0.0075;BMP2:0.0068;IL6:0.0066,0.167670007771905,0.0444989497730009,0.532745040810268,AD-enriched_nominal,1.35165023875329,NA,NA,NA,NA,NA,NA,0.167670007771905,NicheNet target
Astrocytes,PXDC1,0.1306366686452208,0.32374349157794147,20,TGFB1,TGFB1:0.1306;TGFB3:0.0673;FGF2:0.0538;S100A4:0.0065;IL1B:0.0062,0.456927981634928,0.0346536641287349,0.500013482890546,AD-enriched_nominal,1.460250838202,NA,NA,NA,NA,NA,NA,0.456927981634928,NicheNet target
Astrocytes,TIMP1,0.12727574700908373,0.8199869949870167,20,FGF1,FGF1:0.1273;TGFB1:0.1043;EGF:0.1026;IL6:0.0737;IL1B:0.0734,0.347816221458553,0.0468285408646178,0.539195021786173,AD-enriched_nominal,1.32948937423409,NA,NA,NA,NA,NA,NA,0.347816221458553,NicheNet target
Astrocytes,COL21A1,0.12371127560100609,0.43684289004539245,20,BMP2,BMP2:0.1237;FGF2:0.0561;IL1B:0.056;TGFB3:0.0559;PDGFB:0.0547,0.549630335695764,0.0296812819053198,0.479474680641759,AD-enriched_nominal,1.5275173462372,NA,NA,NA,NA,NA,NA,0.549630335695764,NicheNet target
Astrocytes,IFI44L,0.12235758961051492,0.5152947576664897,20,BMP2,BMP2:0.1224;IL1B:0.1132;CSF1:0.0704;FGF2:0.0578;TGFB1:0.0433,1.09710707130694,0.0257537581364645,0.471135001914774,AD-enriched_nominal,1.58915938725046,NA,NA,NA,NA,NA,NA,1.09710707130694,NicheNet target
Astrocytes,STEAP3,0.12197618981826405,0.5545794784775862,20,BMP2,BMP2:0.122;TGFB3:0.1192;CSF1:0.0824;TGFB1:0.0574;FGF2:0.057,0.742791538220705,0.001396149718618,0.179983998558809,AD-enriched_nominal,2.8550680068682,NA,NA,NA,NA,NA,NA,0.742791538220705,NicheNet target
Astrocytes,ADAMTSL3,0.12173969236400145,0.2379809914527414,20,BMP2,BMP2:0.1217;PDGFB:0.0549;IL6:0.0051;IL1B:0.0047;S100A4:0.0046,1.0708017859968,5.3006227783059e-4,0.128828700283396,AD-enriched_nominal,3.27567310147616,NA,NA,NA,NA,NA,NA,1.0708017859968,NicheNet target
Astrocytes,CHI3L2,0.12116321723401605,0.3932829561942226,20,BMP2,BMP2:0.1212;TGFB1:0.0672;IL1B:0.0576;TGFB3:0.0548;S100A4:0.0104,0.978107657263137,0.0180713744178057,0.428001557302227,AD-enriched_nominal,1.74300881592996,NA,NA,NA,NA,NA,NA,0.978107657263137,NicheNet target
Astrocytes,CP,0.11963363441749664,0.34717878142336944,20,IL1B,IL1B:0.1196;TGFB1:0.0573;PDGFB:0.0556;S100A4:0.0112;BMP2:0.0098,0.927200676459513,0.0116318027401291,0.378810054709239,AD-enriched_nominal,1.93435297147815,2.62403922014522,Tier 2 multi-evidence,day2_subtype_DEGs_Astrocytes;day2_subtype_DEGs_Endothelial;day3_Day3_1_CapEC_ActHigh_vs_ActLow_LIANA;day3_Day3_1_CapEC_State_LIANA_all;day3_Day3_1_CapEC_State_LIANA_TargetFocus;day3_Day3_1_LIANA_raw_NC;day3_Day3_1_LIANA_raw_UC;day3_Day3_1_State_LIANA_Endo_to_NVU_NC;day3_Day3_1_State_LIANA_Endo_to_NVU_UC;day3_Day3_1_State_LIANA_raw_NC;day3_Day3_1_State_LIANA_raw_UC;day3_Day3_1_subtype_positive_markers_all,7,0.3322509291514511,0.6795517020893586,0.927200676459513,NicheNet + upstream + CellOracle
Astrocytes,ITGA3,0.11949310925109839,0.5294958764924159,20,BMP2,BMP2:0.1195;EGF:0.0687;CSF1:0.0682;IL6:0.0677;TGFB1:0.0554,0.705256795982951,4.25159690070553e-5,0.0462802674937569,AD-enriched_FDR,4.37144791820754,NA,NA,NA,NA,NA,NA,0.705256795982951,NicheNet target
Astrocytes,SAMHD1,0.1191641144687314,0.2735938969208514,20,BMP2,BMP2:0.1192;IL1B:0.0566;IL6:0.0093;S100A4:0.008;FGF2:0.0068,0.34748045036119,0.0137462554742078,0.394111840883524,AD-enriched_nominal,1.86181558898744,NA,NA,NA,NA,NA,NA,0.34748045036119,NicheNet target
Astrocytes,FBXO32,0.11915780843650234,0.4196297281699443,20,TGFB1,TGFB1:0.1192;EGF:0.1043;IL6:0.0731;S100A4:0.0116;BMP2:0.0111,0.619376218264662,0.00125645040248399,0.17959625904597,AD-enriched_nominal,2.90085465020921,NA,NA,NA,NA,NA,NA,0.619376218264662,NicheNet target
Astrocytes,HGF,0.11906687438553336,0.6599145272956727,20,FGF2,FGF2:0.1191;TGFB1:0.0839;IL6:0.0713;IL1B:0.0698;EGF:0.0673,0.819554595320799,0.0061217173764252,0.312606360921353,AD-enriched_nominal,2.21312672450874,NA,NA,NA,NA,NA,NA,0.819554595320799,NicheNet target
Astrocytes,SAMD4A,0.11884334928435662,0.38302687400264196,20,IL1B,IL1B:0.1188;TGFB1:0.0896;BMP2:0.0575;IL6:0.0109;S100A4:0.0107,0.593549742547894,0.0130164930173092,0.386569944600973,AD-enriched_nominal,1.88550601026773,NA,NA,NA,NA,NA,NA,0.593549742547894,NicheNet target
Astrocytes,AHNAK2,0.11870293686704254,0.22208420016775882,20,BMP2,BMP2:0.1187;IL6:0.0088;IL1B:0.008;S100A4:0.0075;FGF2:0.0067,0.584017624099208,0.00629586692548834,0.312606360921353,AD-enriched_nominal,2.20094446014977,NA,NA,NA,NA,NA,NA,0.584017624099208,NicheNet target
Astrocytes,UHRF1,0.11853856421052378,0.535910503792715,20,TGFB3,TGFB3:0.1185;BMP2:0.1132;FGF2:0.0721;IL1B:0.0586;PDGFB:0.0553,0.377186611026687,0.0415620549727779,0.523347122863734,AD-enriched_nominal,1.38130298755196,NA,NA,NA,NA,NA,NA,0.377186611026687,NicheNet target
Astrocytes,REV3L,0.1184263683087223,0.485012453378504,20,BMP2,BMP2:0.1184;FGF1:0.0664;TGFB3:0.0555;EGF:0.0534;IL1B:0.0492,0.205721517195641,0.0264274902910899,0.472191180693452,AD-enriched_nominal,1.57794407805192,NA,NA,NA,NA,NA,NA,0.205721517195641,NicheNet target
Astrocytes,DCN,0.11799197982623168,0.5127802302904892,20,IL1B,IL1B:0.118;IL6:0.068;FGF2:0.0674;TGFB1:0.0673;TGFB3:0.0652,0.645130290716273,0.00978947185282514,0.360757333826377,AD-enriched_nominal,2.00924073798143,NA,NA,NA,NA,NA,NA,0.645130290716273,NicheNet target
Astrocytes,FABP5,0.11738213885713467,0.5597928486304117,20,PDGFB,PDGFB:0.1174;BMP2:0.1116;CSF1:0.0702;FGF2:0.0564;TGFB1:0.0563,0.563677326078666,0.0343571457711669,0.500013482890546,AD-enriched_nominal,1.46398292246943,NA,NA,NA,NA,NA,NA,0.563677326078666,NicheNet target
Astrocytes,NR4A2,0.11587726756302419,0.5439669246589867,20,EGF,EGF:0.1159;IL1B:0.1123;CSF1:0.0689;TGFB3:0.0547;PDGFB:0.0539,0.298824261337111,0.0242128806941465,0.462397401758255,AD-enriched_nominal,1.61595353789628,NA,NA,NA,NA,NA,NA,0.298824261337111,NicheNet target
