receiver_context,ligand_clean,ligand,n_lr_edges,max_delta_AD_vs_CN,mean_delta_AD_vs_CN,source_families,target_families,source_cellstates,target_cellstates,receptor_examples,lr_pair_examples,receptor_supported_by_nichenet
Cerebrovascular cells,FGL1,FGL1,3,0.11659133763948004,0.06601152838712439,Astrocyte,Vascular,Astro_Intermediate;Astro_Reactive,CapEC_ActLow;CapEC_ActMid,EGFR,FGL1 - EGFR,TRUE
Cerebrovascular cells,RSPO2,RSPO2,1,0.0985719167564893,0.0985719167564893,Astrocyte,Vascular,Astro_Reactive,Cerebrovascular_Venous,ZNRF3,RSPO2 - ZNRF3,FALSE
Cerebrovascular cells,HLA-DRB5,HLA-DRB5,3,0.0962810492043064,0.042840130122489585,Microglia;Vascular,Vascular,CapEC_ActHigh;Micro_DAM,Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD4,HLA-DRB5 - CD4,TRUE
Cerebrovascular cells,NRXN1,NRXN1,4,0.093931249509567,0.05679152580193428,Astrocyte,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,Cerebrovascular_Venous,NLGN1;NLGN2,NRXN1 - NLGN1;NRXN1 - NLGN2,TRUE
Cerebrovascular cells,HLA-DQA1,HLA-DQA1,1,0.08067563059705496,0.08067563059705496,Microglia,Vascular,Micro_DAM,Cerebrovascular_Venous,CD4,HLA-DQA1 - CD4,TRUE
Cerebrovascular cells,ENTPD1,ENTPD1,1,0.07389230642625,0.07389230642625,Microglia,Vascular,Micro_DAM,Cerebrovascular_Pericyte,ADORA2B,ENTPD1 - ADORA2B,TRUE
Cerebrovascular cells,LGI4,LGI4,2,0.06567373073969301,0.04108937913944652,Astrocyte,Vascular,Astro_Intermediate;Astro_Reactive,Cerebrovascular_Venous,ADAM22,LGI4 - ADAM22,FALSE
Cerebrovascular cells,HLA-DPB1,HLA-DPB1,1,0.06273623509579451,0.06273623509579451,Vascular,Vascular,Cerebrovascular_Pericyte,Cerebrovascular_Venous,CD4,HLA-DPB1 - CD4,TRUE
Cerebrovascular cells,THBS4,THBS4,2,0.06140664836992593,0.03332632087737447,Astrocyte,Vascular,Astro_Homeostatic;Astro_Reactive,Cerebrovascular_Venous,ITGA3_ITGB1,THBS4 - ITGA3/ITGB1,TRUE
Cerebrovascular cells,CD59,CD59,2,0.0545409078160651,0.03597861121156895,Vascular,Vascular,CapEC_ActHigh,CapEC_ActMid;Cerebrovascular_Pericyte,STAB1,CD59 - STAB1,TRUE
Cerebrovascular cells,NUCB2,NUCB2,2,0.0192968596644284,0.013830645422164101,Vascular,Vascular,CapEC_ActHigh,CapEC_ActMid;Cerebrovascular_Venous,ERAP1,NUCB2 - ERAP1,TRUE
Cerebrovascular cells,LGI2,LGI2,1,0.0161103494866344,0.0161103494866344,Vascular,Vascular,CapEC_ActHigh,Cerebrovascular_Venous,ADAM22,LGI2 - ADAM22,FALSE
Microglia,FN1,FN1,32,2.1161033053567,0.4793770300426632,Astrocyte;Vascular,Microglia,Astro_Homeostatic;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,C5AR1;ITGA5_ITGB1;ITGA6;ITGA9;ITGAV_ITGB1,FN1 - C5AR1;FN1 - ITGA5/ITGB1;FN1 - ITGA6;FN1 - ITGA9;FN1 - ITGAV/ITGB1,TRUE
Microglia,COL1A2,COL1A2,6,1.93519464154762,0.7030921550731839,Vascular,Microglia,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,CD93;ITGA9_ITGB1,COL1A2 - CD93;COL1A2 - ITGA9/ITGB1,TRUE
Microglia,TGFB2,TGFB2,31,1.8509296042368304,0.6275696354442161,Astrocyte;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ACVR1_TGFBR1_TGFBR2;ACVR1_TGFBR2;ACVR1B_TGFBR2;ENG;TGFBR1_TGFBR2,TGFB2 - ACVR1/TGFBR1/TGFBR2;TGFB2 - ACVR1/TGFBR2;TGFB2 - ACVR1B/TGFBR2;TGFB2 - ENG;TGFB2 - TGFBR1/TGFBR2,TRUE
Microglia,VCAN,VCAN,9,1.6532925509676302,0.7184398241107166,Astrocyte;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGB1;TLR1;TLR2,VCAN - ITGB1;VCAN - TLR1;VCAN - TLR2,TRUE
Microglia,F10,F10,4,1.62989098133206,1.252020200395481,Vascular,Microglia,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGAM,F10 - ITGAM,TRUE
Microglia,COL4A4,COL4A4,5,1.62703478791267,0.610577700274052,Vascular,Microglia,Cerebrovascular_Pericyte,Micro_DAM;Micro_Homeostatic,CD47;CD93;ITGA9_ITGB1,COL4A4 - CD47;COL4A4 - CD93;COL4A4 - ITGA9/ITGB1,TRUE
Microglia,COL4A3,COL4A3,3,1.56483901409783,0.9004101456493867,Vascular,Microglia,Cerebrovascular_Pericyte,Micro_DAM;Micro_Homeostatic,CD47;CD93,COL4A3 - CD47;COL4A3 - CD93,TRUE
Microglia,C3,C3,21,1.53930332454364,0.47390516939632005,Astrocyte;Microglia,Microglia,Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,C3AR1;C5AR2;CD81;ITGAM;ITGAX,C3 - C3AR1;C3 - C5AR2;C3 - CD81;C3 - ITGAM;C3 - ITGAX,TRUE
Microglia,IL1B,IL1B,1,1.5218889396524,1.5218889396524,Microglia,Microglia,Micro_DAM,Micro_DAM,ADRB2,IL1B - ADRB2,TRUE
Microglia,APOE,APOE,53,1.4776173144193905,0.2971712902122163,Astrocyte;Microglia;Vascular,Microglia,Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,ABCA1;LRP1;LRP4;LRP6;LRP8,APOE - ABCA1;APOE - LRP1;APOE - LRP4;APOE - LRP6;APOE - LRP8,TRUE
Microglia,HMGB1,HMGB1,20,1.4335218767289502,0.5336407921032488,Astrocyte;Microglia;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,CD163;CXCR4;HAVCR2;THBD;TLR2,HMGB1 - CD163;HMGB1 - CXCR4;HMGB1 - HAVCR2;HMGB1 - THBD;HMGB1 - TLR2,TRUE
Microglia,CX3CL1,CX3CL1,13,1.41216033565229,0.40110657891862433,Astrocyte;Vascular,Microglia,Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,CX3CR1;ITGAV,CX3CL1 - CX3CR1;CX3CL1 - ITGAV,TRUE
Microglia,FGF2,FGF2,6,1.34924731839706,0.6431871128380697,Astrocyte;Vascular,Microglia,Astro_Intermediate;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,NRP1,FGF2 - NRP1,TRUE
Microglia,C1QA,C1QA,5,1.32432492237246,0.4317835597463488,Microglia,Microglia,Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,CD33;CD93,C1QA - CD33;C1QA - CD93,TRUE
Microglia,ADM,ADM,13,1.27120887091108,0.3239675934227647,Astrocyte;Vascular,Microglia,Astro_Reactive;CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ADRB2;RAMP1;TSHR,ADM - ADRB2;ADM - RAMP1;ADM - TSHR,TRUE
Microglia,GNAS,GNAS,29,1.25565240147217,0.4425430563661644,Astrocyte;Microglia;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,ADCY7;ADRB2;TSHR,GNAS - ADCY7;GNAS - ADRB2;GNAS - TSHR,TRUE
Microglia,HSP90B1,HSP90B1,46,1.24616245196304,0.2816944442943015,Astrocyte;Microglia;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,LRP1;TLR1;TLR2;TLR7,HSP90B1 - LRP1;HSP90B1 - TLR1;HSP90B1 - TLR2;HSP90B1 - TLR7,TRUE
Microglia,VEGFA,VEGFA,30,1.23561957384677,0.4233577321929837,Astrocyte;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,EPHB2;ITGA9;ITGAV;ITGB1;NRP1,VEGFA - EPHB2;VEGFA - ITGA9;VEGFA - ITGAV;VEGFA - ITGB1;VEGFA - NRP1,TRUE
Microglia,SDC2,SDC2,6,1.1757641970464,0.7358816374315099,Astrocyte;Vascular,Microglia,Astro_Intermediate;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,PTPRJ,SDC2 - PTPRJ,TRUE
Microglia,GPC3,GPC3,6,1.109180663869955,0.5759879167247902,Vascular,Microglia,Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,CD81;FLT1;IGF1R;LRP1,GPC3 - CD81;GPC3 - FLT1;GPC3 - IGF1R;GPC3 - LRP1,TRUE
Microglia,PDGFB,PDGFB,8,1.106460324718343,0.6780305133374851,Microglia;Vascular,Microglia,Cerebrovascular_Pericyte;Micro_DAM,Micro_DAM;Micro_Homeostatic,ITGAV;LRP1,PDGFB - ITGAV;PDGFB - LRP1,TRUE
Microglia,THBS1,THBS1,13,1.07370465823821,0.5518308066231796,Vascular,Microglia,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,CD47;ITGA6;LRP1;PTPRJ;SCARB1,THBS1 - CD47;THBS1 - ITGA6;THBS1 - LRP1;THBS1 - PTPRJ;THBS1 - SCARB1,TRUE
Microglia,LAMB2,LAMB2,17,1.0700819989951498,0.22472891513653853,Astrocyte;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGA6_ITGB1;ITGA9_ITGB1;RPSA,LAMB2 - ITGA6/ITGB1;LAMB2 - ITGA9/ITGB1;LAMB2 - RPSA,TRUE
Microglia,TGFB1,TGFB1,69,1.06910453546754,0.26411606321864467,Astrocyte;Microglia;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,ACVR1_TGFBR1_TGFBR2;ACVR1_TGFBR2;ACVR1B_TGFBR2;ENG;ITGB1,TGFB1 - ACVR1/TGFBR1/TGFBR2;TGFB1 - ACVR1/TGFBR2;TGFB1 - ACVR1B/TGFBR2;TGFB1 - ENG;TGFB1 - ITGB1,TRUE
Microglia,PTN,PTN,11,1.0678767369833402,0.3842660168198841,Astrocyte;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,NCL;PLXNB2;PTPRZ1,PTN - NCL;PTN - PLXNB2;PTN - PTPRZ1,TRUE
Microglia,GAS6,GAS6,15,1.0662260948971898,0.43193597863978783,Astrocyte;Microglia;Vascular,Microglia,Astro_Reactive;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,Micro_DAM;Micro_Homeostatic,AXL;MERTK,GAS6 - AXL;GAS6 - MERTK,TRUE
Microglia,TGM2,TGM2,21,1.0649813148216598,0.3204648706737009,Vascular,Microglia,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ADGRG1;ITGA9;ITGB1,TGM2 - ADGRG1;TGM2 - ITGA9;TGM2 - ITGB1,TRUE
Microglia,VWF,VWF,18,1.0614793785234695,0.39725813448277036,Vascular,Microglia,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGA9;ITGB1;LRP1;SIRPA,VWF - ITGA9;VWF - ITGB1;VWF - LRP1;VWF - SIRPA,FALSE
Microglia,CALM1,CALM1,24,1.0606745034597598,0.28259420609762126,Astrocyte;Microglia;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,KCNQ1;KCNQ3;OPRM1;PDE1B,CALM1 - KCNQ1;CALM1 - KCNQ3;CALM1 - OPRM1;CALM1 - PDE1B,TRUE
Microglia,IL6,IL6,2,1.05487344384734,0.9629533073761435,Vascular,Microglia,Cerebrovascular_Pericyte,Micro_DAM;Micro_Homeostatic,IL6R_IL6ST,IL6 - IL6R/IL6ST,TRUE
Microglia,PTGS2,PTGS2,2,1.04658706685395,0.9551764819995155,Vascular,Microglia,Cerebrovascular_Pericyte,Micro_DAM;Micro_Homeostatic,ALOX5,PTGS2 - ALOX5,FALSE
Microglia,NGF,NGF,8,1.01611380052374,0.3349068715267309,Vascular,Microglia,Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,BEX3;KIDINS220;MAGED1;SORT1,NGF - BEX3;NGF - KIDINS220;NGF - MAGED1;NGF - SORT1,TRUE
Microglia,LRPAP1,LRPAP1,19,1.01604610926699,0.2936771048571551,Astrocyte;Microglia;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,LRP1;LRP8;SORL1,LRPAP1 - LRP1;LRPAP1 - LRP8;LRPAP1 - SORL1,TRUE
Microglia,LAMA4,LAMA4,10,1.01037544012298,0.2885622253845446,Astrocyte;Vascular,Microglia,Astro_Homeostatic;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGA6_ITGB1;ITGA9_ITGB1,LAMA4 - ITGA6/ITGB1;LAMA4 - ITGA9/ITGB1,TRUE
Microglia,ANGPTL2,ANGPTL2,5,1.00463314161124,0.3770367946472042,Vascular,Microglia,CapEC_ActHigh;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGA5_ITGB1;LILRB3,ANGPTL2 - ITGA5/ITGB1;ANGPTL2 - LILRB3,TRUE
Microglia,SEMA5A,SEMA5A,4,1.00422965966939,0.6786132253353375,Vascular,Microglia,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,PLXNA1,SEMA5A - PLXNA1,TRUE
Microglia,SERPINE2,SERPINE2,2,1.0004424289834102,0.8874521624950251,Astrocyte,Microglia,Astro_Intermediate,Micro_DAM;Micro_Homeostatic,LRP1,SERPINE2 - LRP1,TRUE
Microglia,PROS1,PROS1,13,0.9940511055789198,0.3455185895687055,Astrocyte;Microglia;Vascular,Microglia,Astro_Intermediate;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,Micro_DAM;Micro_Homeostatic,AXL;MERTK,PROS1 - AXL;PROS1 - MERTK,TRUE
Microglia,SEMA3G,SEMA3G,8,0.9769866240449498,0.30674078324888715,Vascular,Microglia,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte,Micro_DAM;Micro_Homeostatic,FCGR2A;NRP2_PLXNA1;NRP2_PLXNA2,SEMA3G - FCGR2A;SEMA3G - NRP2/PLXNA1;SEMA3G - NRP2/PLXNA2,TRUE
Microglia,IGSF11,IGSF11,2,0.96966301793833,0.49315618578487,Astrocyte,Microglia,Astro_Intermediate,Micro_DAM;Micro_Homeostatic,VSIR,IGSF11 - VSIR,TRUE
Microglia,DCN,DCN,12,0.963491813786746,0.3752765549435993,Vascular,Microglia,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ERBB4;TLR2,DCN - ERBB4;DCN - TLR2,TRUE
Microglia,COL4A2,COL4A2,12,0.9569971891122602,0.43281784014026203,Astrocyte;Vascular,Microglia,Astro_Homeostatic;CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,CD93;ITGA9_ITGB1;ITGB5,COL4A2 - CD93;COL4A2 - ITGA9/ITGB1;COL4A2 - ITGB5,TRUE
Microglia,SEMA3C,SEMA3C,7,0.948189088995325,0.4257642528523187,Vascular,Microglia,Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,NRP1_NRP2_PLXND1;NRP1_PLXNA1;NRP2_PLXNA1;NRP2_PLXNA2,SEMA3C - NRP1/NRP2/PLXND1;SEMA3C - NRP1/PLXNA1;SEMA3C - NRP2/PLXNA1;SEMA3C - NRP2/PLXNA2,TRUE
Microglia,SEMA3D,SEMA3D,29,0.945601190617618,0.34102836825737337,Astrocyte,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,Micro_DAM;Micro_Homeostatic,NRP1_PLXNA1;NRP1_PLXNA2;NRP2_PLXNA1;NRP2_PLXNA2;PLXND1,SEMA3D - NRP1/PLXNA1;SEMA3D - NRP1/PLXNA2;SEMA3D - NRP2/PLXNA1;SEMA3D - NRP2/PLXNA2;SEMA3D - PLXND1,TRUE
Microglia,ICAM2,ICAM2,13,0.9442663159805198,0.3294377277635017,Vascular,Microglia,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGAL_ITGB2;ITGAM_ITGB2,ICAM2 - ITGAL/ITGB2;ICAM2 - ITGAM/ITGB2,TRUE
Microglia,ADAM17,ADAM17,35,0.9399638964742798,0.20305896151944566,Astrocyte;Microglia;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,IL6R;ITGA5;ITGB1;NOTCH1;RHBDF2,ADAM17 - IL6R;ADAM17 - ITGA5;ADAM17 - ITGB1;ADAM17 - NOTCH1;ADAM17 - RHBDF2,TRUE
Microglia,COL18A1,COL18A1,9,0.9245946094627,0.312653165971285,Vascular,Microglia,CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGA5;ITGB5,COL18A1 - ITGA5;COL18A1 - ITGB5,TRUE
Microglia,HLA-A,HLA-A,15,0.9172009408882202,0.2637771411733239,Astrocyte;Microglia;Vascular,Microglia,Astro_Intermediate;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,Micro_DAM;Micro_Homeostatic,APLP2;LILRB1,HLA-A - APLP2;HLA-A - LILRB1,TRUE
Microglia,WNT5A,WNT5A,9,0.9129311612078,0.3819960463078958,Microglia,Microglia,Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,ADRB2;ANTXR1;LRP6;RYK,WNT5A - ADRB2;WNT5A - ANTXR1;WNT5A - LRP6;WNT5A - RYK,TRUE
Microglia,LGALS1,LGALS1,11,0.9105339626230702,0.3781421920929237,Astrocyte;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,Micro_DAM;Micro_Homeostatic,ITGB1;PTPRC,LGALS1 - ITGB1;LGALS1 - PTPRC,TRUE
Microglia,SERPING1,SERPING1,9,0.90186813340609,0.3887078919439361,Astrocyte;Vascular,Microglia,Astro_Homeostatic;CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,LRP1,SERPING1 - LRP1,TRUE
Microglia,COL1A1,COL1A1,12,0.90071705185931,0.478807686908304,Vascular,Microglia,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,CD93;ITGA5;ITGA9_ITGB1,COL1A1 - CD93;COL1A1 - ITGA5;COL1A1 - ITGA9/ITGB1,TRUE
Microglia,CSF1,CSF1,25,0.896499519107853,0.3631802306152447,Astrocyte;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,CSF2RA;CSF3R;SIRPA,CSF1 - CSF2RA;CSF1 - CSF3R;CSF1 - SIRPA,TRUE
Microglia,HGF,HGF,16,0.893915688007896,0.34350315210142124,Astrocyte;Microglia;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte;Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,ITGB1;NRP1,HGF - ITGB1;HGF - NRP1,FALSE
Microglia,LAMC3,LAMC3,6,0.89316461118141,0.38107021573045335,Vascular,Microglia,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGA6_ITGB1;ITGA9_ITGB1,LAMC3 - ITGA6/ITGB1;LAMC3 - ITGA9/ITGB1,TRUE
Microglia,SERPINA1,SERPINA1,2,0.890908120370848,0.7091804434683975,Microglia,Microglia,Micro_DAM,Micro_DAM;Micro_Homeostatic,LRP1,SERPINA1 - LRP1,TRUE
Microglia,TIMP1,TIMP1,5,0.878420406981558,0.3730667437025614,Vascular,Microglia,CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,CD63,TIMP1 - CD63,TRUE
Microglia,EGF,EGF,9,0.876574226024777,0.44739512249785923,Astrocyte,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,Micro_DAM;Micro_Homeostatic,ADRB2;AXL;NRP1,EGF - ADRB2;EGF - AXL;EGF - NRP1,FALSE
Microglia,COL4A1,COL4A1,14,0.87413774208904,0.27551569002273923,Vascular,Microglia,CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,CD47;CD93;ITGA9_ITGB1,COL4A1 - CD47;COL4A1 - CD93;COL4A1 - ITGA9/ITGB1,TRUE
Microglia,SEMA3F,SEMA3F,9,0.861412098107175,0.305417259010837,Vascular,Microglia,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte,Micro_DAM;Micro_Homeostatic,NRP1;NRP2_PLXNA1;NRP2_PLXNA2,SEMA3F - NRP1;SEMA3F - NRP2/PLXNA1;SEMA3F - NRP2/PLXNA2,TRUE
Microglia,LAMA3,LAMA3,4,0.8516577477275988,0.4173626579322522,Vascular,Microglia,CapEC_ActLow;Cerebrovascular_Pericyte,Micro_DAM;Micro_Homeostatic,ITGA6_ITGB1;ITGA9_ITGB1,LAMA3 - ITGA6/ITGB1;LAMA3 - ITGA9/ITGB1,TRUE
Microglia,CALM3,CALM3,21,0.84561632214601,0.23317890130835642,Astrocyte;Microglia;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,Micro_DAM;Micro_Homeostatic,ESR1;KCNQ1;KCNQ3,CALM3 - ESR1;CALM3 - KCNQ1;CALM3 - KCNQ3,FALSE
Microglia,MDK,MDK,10,0.84544407035486,0.32896692039426334,Vascular,Microglia,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte,Micro_DAM;Micro_Homeostatic,LRP1;NOTCH2;SORL1,MDK - LRP1;MDK - NOTCH2;MDK - SORL1,TRUE
Microglia,NID1,NID1,11,0.8417349730889201,0.26369861408035156,Vascular,Microglia,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGAV;ITGB1,NID1 - ITGAV;NID1 - ITGB1,TRUE
Microglia,TGFB3,TGFB3,13,0.83804080508435,0.4724298629067132,Astrocyte;Vascular,Microglia,Astro_Intermediate;Cerebrovascular_Pericyte,Micro_DAM;Micro_Homeostatic,ACVR1_TGFBR1_TGFBR2;ACVR1_TGFBR2;ACVR1B_TGFBR2;ITGB5;TGFBR1_TGFBR2,TGFB3 - ACVR1/TGFBR1/TGFBR2;TGFB3 - ACVR1/TGFBR2;TGFB3 - ACVR1B/TGFBR2;TGFB3 - ITGB5;TGFB3 - TGFBR1/TGFBR2,TRUE
Microglia,ADAM15,ADAM15,22,0.8363053045695601,0.29007222558283474,Vascular,Microglia,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGA5;ITGA9;ITGAV;ITGB1,ADAM15 - ITGA5;ADAM15 - ITGA9;ADAM15 - ITGAV;ADAM15 - ITGB1,TRUE
Microglia,BGN,BGN,26,0.834652739753175,0.3310090423868698,Astrocyte;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,LY96;TLR1;TLR2,BGN - LY96;BGN - TLR1;BGN - TLR2,TRUE
Microglia,AGRN,AGRN,16,0.8335402897543502,0.3537720670360097,Astrocyte;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Micro_DAM;Micro_Homeostatic,ITGB1;LRP1;LRP4,AGRN - ITGB1;AGRN - LRP1;AGRN - LRP4,TRUE
Microglia,SEMA3A,SEMA3A,10,0.807470115872583,0.24425241192049316,Astrocyte,Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,Micro_DAM;Micro_Homeostatic,NRP1_PLXNA1;NRP1_PLXNA2;NRP2,SEMA3A - NRP1/PLXNA1;SEMA3A - NRP1/PLXNA2;SEMA3A - NRP2,TRUE
Microglia,ADAM9,ADAM9,21,0.8068747283028939,0.2620191794720424,Astrocyte;Microglia;Vascular,Microglia,Astro_Homeostatic;Astro_Intermediate;CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Micro_DAM;Micro_Homeostatic,ITGA6;ITGAV;ITGB1;ITGB5,ADAM9 - ITGA6;ADAM9 - ITGAV;ADAM9 - ITGB1;ADAM9 - ITGB5,TRUE
