"logFC","logCPM","F","PValue","FDR","gene"
0.665999495467281,6.1902931709066,5.04476189703375,0.0298061959972633,0.869312561018706,"APOL6"
0.581476043734681,5.95519685589405,5.02671274069704,0.0299628976308516,0.869312561018706,"HOMER1"
0.501466002292075,6.52532740713257,5.03024920793489,0.0300975708775112,0.869312561018706,"RPL21"
0.480025510132475,7.01089543337129,5.00348217438919,0.030530175763983,0.869312561018706,"ROBO4"
-0.285950076568501,8.56440786319662,4.99458985040895,0.0306233885772433,0.869312561018706,"KIF13A"
-0.331410797495947,9.69727519541825,4.98084452709917,0.0308345538502084,0.869312561018706,"ZFHX3"
-0.209821601998457,8.04230026251526,4.97239959301802,0.0309867089064778,0.869312561018706,"NSD3"
0.381373820663683,7.09811300710917,4.97207488602289,0.0310291819202671,0.869312561018706,"TUBB6"
0.485494989006024,7.50821877122017,4.9566287701193,0.0312606372014674,0.869312561018706,"TEK"
0.419073144235402,6.31655805101234,4.9542531439916,0.0312867183191934,0.869312561018706,"MOB2"
0.365855879643637,6.37479718184686,4.92901307715156,0.0317236193776379,0.869312561018706,"STK38L"
0.463954519905552,6.91132261041799,4.89777212253167,0.0322475835864725,0.869312561018706,"RPL10A"
0.419157974091475,7.72945762361956,4.89365497831953,0.0322881725661617,0.869312561018706,"RPL18"
-0.441248830992949,6.27538383743759,4.87613997366204,0.0325261909392884,0.869312561018706,"STX17"
-0.520139953238903,6.82382593734944,4.86641020829887,0.0327442583170714,0.869312561018706,"EDNRA"
0.303066727156028,7.38623578339542,4.86569235983034,0.0327715514455016,0.869312561018706,"FNBP4"
0.54066166124776,6.1383551990702,4.85502404823613,0.0328654204078997,0.869312561018706,"PRDM1"
-0.552319086020269,5.96673887567513,4.80713768565299,0.0335774342781257,0.869312561018706,"AC104806.2"
0.556108893344199,6.0788655743018,4.81197438689953,0.033610204907639,0.869312561018706,"RRAS2"
0.518939317018672,6.84475671657505,4.81162240180748,0.033726541234465,0.869312561018706,"ADAM15"
-0.66923003546875,6.66754551212231,4.80095425631962,0.0338265489624822,0.869312561018706,"FIGN"
-0.497717775905307,7.18130007764138,4.79743744255012,0.033961950334585,0.869312561018706,"L3MBTL4"
0.486534209280785,8.46777620408012,4.76985418871612,0.0344124942680271,0.869312561018706,"MAN2A1"
0.291773421508238,7.471467332709,4.76900607632819,0.0344565948489333,0.869312561018706,"CSNK1G3"
0.431468178029017,6.25135859203077,4.76277454363057,0.034534100070794,0.869312561018706,"NDUFS2"
-0.244438689161734,9.32692148644833,4.74097554194205,0.0349263703875871,0.869312561018706,"MBD5"
0.302269567714741,6.988079653765,4.7420958950033,0.0349619885322764,0.869312561018706,"KIF13B"
-0.611148068732478,5.67740111728827,4.70895641342539,0.0350188237697548,0.869312561018706,"POU6F2"
-0.331704025221336,6.62380617683745,4.73297044351387,0.0351214955315891,0.869312561018706,"PDPK1"
0.382054308212547,6.89160833329183,4.73152244649114,0.0351602420380804,0.869312561018706,"ADARB1"
0.201050669559065,7.97473286418133,4.72191407475372,0.0352942401543582,0.869312561018706,"SETX"
0.422855973401944,6.38455067544967,4.71431813299038,0.0354409406320295,0.869312561018706,"B3GNT2"
-0.474360039540267,6.36864740330423,4.70973485156249,0.0354993011572614,0.869312561018706,"MARK1"
0.247738925286301,7.36688060431589,4.71175834376386,0.0355063662055847,0.869312561018706,"WTAP"
0.654599341552063,5.95183611998614,4.69964512479955,0.0355903778266584,0.869312561018706,"CSRNP1"
0.365070595243002,6.39141026259681,4.69873467285219,0.0357520167779251,0.869312561018706,"GABPB1"
0.542663122478467,5.94699528078874,4.68988985213945,0.035759622062151,0.869312561018706,"CAT"
0.334102428384035,6.29867356547194,4.6930647699219,0.0358444487645145,0.869312561018706,"MARCH5"
-0.580975317135652,5.86527653559916,4.67921518474184,0.0358638060254827,0.869312561018706,"CC2D2A"
0.388518586788626,6.07290491701653,4.68844698889687,0.0358652367916739,0.869312561018706,"BBIP1"
-0.294539954901837,7.29814546574801,4.67940896665006,0.0361135793306494,0.869312561018706,"ODF2L"
-0.282163096473416,7.65885291436617,4.65098491548819,0.036640677843602,0.869312561018706,"TNRC6C"
0.387757492851571,6.51570026733614,4.65028501496786,0.0366802952470627,0.869312561018706,"PXK"
-0.358025919665022,7.46728198748385,4.64756878834335,0.0367129552256299,0.869312561018706,"FAM214A"
0.676749284576203,7.40400449893432,4.64457502684771,0.036776433646969,0.869312561018706,"MTHFD1L"
-1.17915836938592,5.79073521309146,4.58146365435251,0.0372249804699542,0.869312561018706,"OPCML"
0.229988300857276,8.00489201033472,4.60356457488444,0.037549957549878,0.869312561018706,"SEPT2"
0.405001448225087,6.27494865856077,4.59960531025815,0.037616187146856,0.869312561018706,"ATP6V1F"
