"logFC","logCPM","F","PValue","FDR","Nhood","Subtype","model","compartment"
-0.285305360489883,11.1968003091205,0.401813232323351,0.526155774049587,0.999022457841217,145,"DAM","D1_APOE_sex_adjusted","Microglia"
1.31806609274885,11.0633989560002,7.44867502825997,0.00634943640708216,0.493099823599729,146,"DAM","D1_APOE_sex_adjusted","Microglia"
0.0524019561593569,11.2012254602531,0.0154461754010236,0.901091741552836,0.999440338143846,147,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
-0.730395997004676,11.0997679740237,2.56229055916958,0.10944310332496,0.874244748762817,148,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.693158366200033,10.930383788385,2.13332813150764,0.144130694271074,0.874244748762817,149,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
-0.544732317190551,10.8271515957989,1.27611805674155,0.2586248010507,0.936759949271347,150,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
-0.369138537439799,10.8552129610658,0.589332097581704,0.442679337902154,0.996669702831849,151,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
-0.282792926106781,11.3892783695388,0.493470755177071,0.482384801675959,0.999022457841217,152,"DAM","D1_APOE_sex_adjusted","Microglia"
0.912393549870859,11.0708455946234,3.81163708313352,0.0509004929413326,0.798593082358727,153,"DAM","D1_APOE_sex_adjusted","Microglia"
0.102937935755197,11.1170143397047,0.0567105560169227,0.811773172534919,0.999251182289441,154,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.218085701090654,10.95215930041,0.216737808298863,0.641537889296288,0.999022457841217,155,"DAM","D1_APOE_sex_adjusted","Microglia"
0.288070448352264,10.978712387532,0.376716633626634,0.539367106743903,0.999022457841217,156,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.0266398413428154,11.0517767313306,0.00322944020942614,0.954682193233987,0.999440338143846,157,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.244008366800697,11.0997535537567,0.294858509417875,0.587124994933577,0.999022457841217,158,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
-0.412284969554236,10.9185994356224,0.744117848196481,0.388347056731415,0.97174685321199,159,"DAM","D1_APOE_sex_adjusted","Microglia"
0.871481684715187,10.988994165532,3.38034447455314,0.0659812546840691,0.838036867487173,160,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.544814445628141,10.9333770848203,1.33175643461699,0.248495769694871,0.936759949271347,161,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.571703584591192,10.8492257419097,1.40791425802244,0.235405791778319,0.933671522712688,162,"DAM","D1_APOE_sex_adjusted","Microglia"
0.415149181463025,10.8524983916484,0.781204623346735,0.376775120542541,0.96325534107126,163,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
0.0819326807357303,11.0928461347626,0.0341180246092025,0.853456369605942,0.999440338143846,164,"DAM","D1_APOE_sex_adjusted","Microglia"
