dataset,donor_id,Cooks_distance,hat
MTG_VLMC,H20.33.040,0.0069605270573443855,0.09339490825377167
MTG_VLMC,H20.33.041,0.02341815994673836,0.04649155404862294
MTG_VLMC,H20.33.043,0.0002735622890108049,0.15913571590071413
MTG_VLMC,H20.33.044,0.00039392850915353095,0.12328861753264632
MTG_VLMC,H20.33.045,0.0075386230968694104,0.13304517730481355
MTG_VLMC,H20.33.046,0.007755573215730935,0.1049996263366615
MTG_VLMC,H21.33.001,0.05174179417627046,0.12556909923643111
MTG_VLMC,H21.33.002,0.002074337052139548,0.13730847275700278
MTG_VLMC,H21.33.003,0.03599553101935087,0.11206330174737948
MTG_VLMC,H21.33.004,0.0015578597509219882,0.10474778661961945
MTG_VLMC,H21.33.005,0.009663213368465515,0.08266397948747853
MTG_VLMC,H21.33.006,8.59775565443526e-05,0.11685081068372263
MTG_VLMC,H21.33.007,5.46314781322212e-05,0.0513541924174943
MTG_VLMC,H21.33.008,0.022457493051923367,0.08319812247122944
MTG_VLMC,H21.33.009,0.0017927859516453622,0.1735962970833569
MTG_VLMC,H21.33.010,0.005319727047775981,0.059412274871718004
MTG_VLMC,H21.33.011,0.0024126617303625066,0.08115575160245478
MTG_VLMC,H21.33.012,0.0006478865712617836,0.1325457469097478
MTG_VLMC,H21.33.013,0.002315617658825909,0.06856475732007075
MTG_VLMC,H21.33.014,0.0042936528813686805,0.09448644746573862
MTG_VLMC,H21.33.015,0.0009508121714966607,0.08159723235319852
MTG_VLMC,H21.33.016,0.010660638822128529,0.05199100796046533
MTG_VLMC,H21.33.017,0.0052364570522828585,0.08018262497566868
MTG_VLMC,H21.33.018,0.01701447088544027,0.0984378350093664
MTG_VLMC,H21.33.019,0.005459902339404438,0.1409856492583373
MTG_VLMC,H21.33.020,0.04857555752061644,0.24039756869945073
MTG_VLMC,H21.33.021,0.0006960302218422323,0.09220741875994737
MTG_VLMC,H21.33.022,0.023671061438344344,0.06998141267348641
MTG_VLMC,H21.33.023,1.2650044011758842e-06,0.08613257428594427
MTG_VLMC,H21.33.025,0.011617216197369105,0.059958451318365025
MTG_VLMC,H21.33.026,0.00010368263102525501,0.06594250994317635
MTG_VLMC,H21.33.027,0.0022859224207053,0.06766698669963114
MTG_VLMC,H21.33.028,0.0412487478204054,0.14336833101336965
MTG_VLMC,H21.33.029,0.006085736601285387,0.14992037837120842
MTG_VLMC,H21.33.030,0.0016934228403355685,0.06887861575500098
MTG_VLMC,H21.33.031,0.0011568372030626238,0.0650167631402704
MTG_VLMC,H21.33.032,0.0021101938165001837,0.057407343626751116
MTG_VLMC,H21.33.033,0.011465976336701328,0.1259417858915755
MTG_VLMC,H21.33.034,0.033339192603858286,0.24998056635807284
MTG_VLMC,H21.33.035,0.0035320798777641648,0.05487293569733499
MTG_VLMC,H21.33.036,0.0009376222516542441,0.0787571136258203
MTG_VLMC,H21.33.037,0.0070113553295526165,0.11078249131953995
MTG_VLMC,H21.33.038,0.027419846401323653,0.1064420625834906
MTG_VLMC,H21.33.039,0.21558451910947812,0.0447369226019119
MTG_VLMC,H21.33.040,0.0047703337719196,0.08440498581833361
MTG_VLMC,H21.33.041,0.0011405726524389699,0.08991489838281518
MTG_VLMC,H21.33.042,8.769757756820045e-07,0.1426662578066222
MTG_VLMC,H21.33.043,0.0007003209854270017,0.06486453839899486
MTG_VLMC,H21.33.044,0.00133648638247023,0.04929665093780909
MTG_VLMC,H21.33.045,3.361281765683294e-08,0.08521324754210394
MTG_VLMC,H21.33.046,0.011614538205855576,0.07431944560314448
MTG_VLMC,H21.33.047,0.0024498595202757188,0.06356141163081303
