"","D1_NC1","D1_NC10","D1_NC11","D1_NC12","D1_NC13","D1_NC14","D1_NC15","D1_NC16","D1_NC17","D1_NC18","D1_NC19","D1_NC2","D1_NC20","D1_NC21","D1_NC22","D1_NC23","D1_NC25","D1_NC26","D1_NC27","D1_NC3","D1_NC4","D1_NC6","D1_NC7","D1_NC8","D1_NC9","D1_UC1","D1_UC10","D1_UC11","D1_UC12","D1_UC13","D1_UC14","D1_UC15","D1_UC16","D1_UC17","D1_UC18","D1_UC19","D1_UC2","D1_UC20","D1_UC21","D1_UC22","D1_UC23","D1_UC24","D1_UC25","D1_UC26","D1_UC27","D1_UC28","D1_UC29","D1_UC3","D1_UC4","D1_UC5","D1_UC6","D1_UC7","D1_UC8","D1_UC9","D2_NC1","D2_NC2","D2_NC3","D2_NC4","D2_NC5","D2_NC6","D2_UC2","D2_UC3","D2_UC4","D2_UC5"
"103",0,2,1,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,1,0,1,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,2,0,2,2,0,1,2,0,0,4,0,0
"104",1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,2,1,0,7,0,2,5,0,0
"105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
"106",1,4,2,0,0,0,1,0,1,1,2,0,0,0,0,3,0,0,0,1,2,1,0,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,2,0,1,3,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0
"107",0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,2,0,1,1,0,0
"108",0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,1,0,2,0,2,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,1,2,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,1,0
"109",1,0,0,0,0,0,1,0,1,2,2,1,2,0,0,2,0,0,0,0,0,1,0,0,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,2,0,0,3,1,0,0,0,1,1,0,3,0,0,0,1,0,1,1,0,4,0,0
"110",1,0,0,0,0,0,2,2,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,2,0,1,1,0,2,1,1,0,0,1,3,2,1
"111",3,3,0,0,0,0,2,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,1,1,0,2,0,0,0,1,2,1,3,0,0,1,0,0,1,0,0,0,2,0,2,1,0,1,0,0,0,2,1,2,2,2
"112",0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,2,0,1,3,1,1,10,2,0,11,0,0
"113",0,1,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,1,1,1,1,0,1,1,1,0,1,0
"114",1,3,0,1,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4,4,0,1,0,1,0
"115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,12,0,0,0,0,0
"116",1,0,1,0,0,0,1,0,0,1,2,0,2,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,2,2
"117",0,3,1,0,0,0,1,2,1,3,2,1,2,2,3,2,1,2,0,0,1,0,0,1,0,1,0,0,0,2,1,2,0,1,1,0,1,2,0,1,0,3,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,4,2,1,0,2,1
"118",1,0,1,0,0,0,1,1,1,1,3,1,1,0,0,1,0,1,1,1,1,0,0,1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,2,0,0,1,0,0,2,0,0,4,0,0
"119",0,1,0,0,0,0,1,1,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,14,1,2,1,0,0
"120",1,2,0,0,0,0,1,1,0,1,0,2,3,0,2,0,0,0,0,0,0,0,1,0,0,1,2,1,0,2,1,0,0,2,1,2,1,5,2,1,0,3,3,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
"121",1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,2,2,0,0,3,0,1,0,0,1,2,0,0,0,1,1,0,2,0,0,0,0,1,0,2,0,0,1,1,0,1
"122",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3,0,2,2,1,1,2,0,0,5,1,1
"123",0,1,2,0,0,0,0,2,1,0,1,0,1,2,1,1,0,1,0,0,2,0,0,3,0,2,1,1,0,0,0,2,0,1,1,2,0,0,0,0,0,1,1,1,1,3,0,1,1,0,2,0,0,0,1,2,0,1,3,1,0,4,0,1
"124",0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,1,2,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
"125",0,3,1,0,0,0,1,3,0,0,1,0,1,2,1,1,0,1,0,0,1,0,0,3,0,2,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,2,3,0,1,2,2,0,0,1,0,2,2,0,0,3,1,1,6,0,1
"126",1,1,1,0,0,0,0,1,1,1,2,4,1,0,0,1,0,0,0,0,1,0,0,2,1,2,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,3,2,1,1,1,1
"127",0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,1,2,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,2,2,0,1,2
"128",2,2,3,0,0,0,1,0,2,0,1,2,2,0,0,2,0,0,0,5,1,1,0,2,5,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,3,1,1,3,5,0,1,0,2,1,0,1,0,0,1,1,0,0,1,0,1,1,0
"129",0,1,0,0,0,0,3,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,2,0,0,2,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,2,2
"130",0,3,1,0,0,0,0,2,0,0,2,1,1,1,1,3,0,1,0,0,1,0,0,2,0,3,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,2,0,1,2,3,0,1,0,0,0,0,0,0,1,2,0,1,3,0,0,3,0,1
"131",0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,1,0,2,2,0,1,2,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
"132",1,3,3,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
"133",1,3,2,0,0,0,1,1,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,3
"134",0,0,1,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,1,0,1,1,0,1,2,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1
"135",0,0,0,0,0,1,2,0,1,1,0,1,0,1,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,2,0,2,0,2,1,0,2,1,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,1
"136",0,2,0,0,0,0,1,0,1,1,1,1,0,0,0,3,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,2,0,0,0,0,0,1,1,1,0,1,0,1,0,2,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0
"137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
"138",1,3,0,0,0,0,0,1,1,2,2,3,2,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,4,1,3,2,2,0,1,0,0,1,0,1,0,0,1,0,0,5,0,1,2,3,2
"139",0,1,1,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,72,3,0,2,1,0,0
"140",0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,3,3,0,0,3,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0
"141",0,1,0,0,0,0,4,0,0,0,1,1,4,1,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,2,2
"142",2,1,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,1,1,4,0,0,1,0,0,0,4,0,1,1,0,0,1,0,0,3,0,1
"143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0
"144",1,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,2
"145",1,2,2,0,1,0,2,1,0,1,1,3,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,13,1,3,1,0,0
"146",0,2,1,0,2,0,0,1,3,2,1,4,3,0,0,0,0,0,0,0,0,1,1,1,2,4,1,0,0,4,0,1,0,3,1,2,0,4,1,0,0,4,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"147",0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,1,1,0,0
"148",1,2,1,0,1,0,1,1,1,0,0,2,1,1,1,1,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,1,0,1,3,1,2,0,0,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",0,2,0,0,0,1,0,1,1,1,2,2,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,1,5,1,0,1,2,2,0,2,2,1,1,0,0,1,0,0,1,0,2,0,1,2,3,2,0,1,4
"150",2,0,2,0,0,0,2,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,3,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2,2
"151",1,1,1,0,1,1,0,0,2,0,0,2,1,0,1,0,0,1,0,1,0,0,0,1,0,3,0,0,0,2,0,0,0,1,0,0,1,0,0,1,2,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152",1,0,3,0,0,0,1,1,3,1,2,1,0,0,0,1,0,0,0,3,1,1,0,0,3,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,2,2,1,0,2,1,0,0,1,2,1,0,0,0,0,2,0,0,2,0,1,3,0,0
"153",3,2,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,2,0,0,1,0,1,0,2,1,1,0,1,0,3,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,2,0,1,1,0,0,1,1,0,2,1,0,0,1
"154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,3,1,0,5,1,2,6,0,1
"155",0,2,3,0,0,0,0,2,2,0,1,0,2,2,1,1,0,2,0,0,2,0,0,2,0,2,0,2,0,1,0,1,0,1,0,2,0,0,0,0,0,1,0,1,2,3,0,1,0,1,1,0,0,0,1,1,0,1,5,0,0,4,0,1
"156",1,1,1,0,1,0,2,0,1,0,0,1,0,0,1,2,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,2,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,2,1,1
"157",1,2,2,0,1,0,2,1,0,1,0,3,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,0,0,0,0,0,4,0,0,2,10,1,3,1,0,0
"158",1,0,2,0,0,0,2,1,2,1,2,0,2,0,0,3,0,1,2,3,0,1,0,1,4,0,1,0,0,2,1,2,0,1,0,1,0,0,0,0,1,4,0,2,2,2,0,1,0,4,1,0,3,0,0,2,2,0,1,1,0,1,0,0
"159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
"160",0,3,1,0,0,0,1,2,0,2,1,0,2,1,1,1,1,2,0,0,1,0,0,1,0,1,0,0,0,1,1,2,0,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,4,2,1,0,2,1
"161",0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,2,1,1,0,0,1,0,1,1,2,2,0,0,3,0,0,2
"162",0,0,2,0,1,0,2,1,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,1,2,1,0,1,2,0,2,2,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,3
"163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
"164",1,0,0,0,0,0,2,1,0,1,1,0,4,1,2,0,0,2,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,1,1,1
"165",2,0,2,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,2,1,0,4,0,0
"166",2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,2,0,1,0,0,0,0,0,1,0,1,1,0,0,4,1,1,0,0,1,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,5,1,1,0,2,1
"167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
"168",0,1,1,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,54,2,0,1,0,0,0
"169",1,0,0,0,0,0,1,0,0,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,1,0,0,2,2
"170",0,0,0,0,0,1,1,0,0,2,1,1,2,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,1,0,2,2,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"171",1,1,0,0,1,0,0,0,0,1,1,2,3,1,2,0,0,0,1,0,0,0,1,0,0,1,2,1,0,1,1,1,0,1,1,2,1,5,1,0,1,2,2,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"172",1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,2
"173",0,1,0,0,0,0,0,0,1,0,2,0,2,1,1,0,0,1,0,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,2,1,3,1,0,0,0,0,0,2,0,0,0,1,0,1,0,3,1,0,1,0,0
"174",0,1,0,1,1,0,1,0,0,0,0,1,2,0,1,1,0,2,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,2,0,1,0,1,1,2,0,1,0,1,2,0,0,0,0,2,0,2,2,2,1,0,0,0,2,0,1,2,1
"175",0,1,3,0,0,0,0,3,1,0,1,0,2,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,3,0,1,6,1,1,8,1,0
"176",0,2,1,0,0,0,0,1,1,1,4,5,5,1,0,1,0,0,0,1,1,0,0,3,1,2,0,0,0,2,0,2,0,0,1,0,1,2,0,0,0,5,0,3,0,2,0,0,0,1,0,0,1,1,0,3,1,0,2,1,0,1,2,1
"177",0,0,1,0,0,1,1,1,1,1,0,1,1,1,3,0,0,0,0,0,0,0,1,3,0,1,1,0,0,2,1,0,0,2,1,0,1,2,1,1,0,2,1,1,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"178",0,2,2,0,0,0,0,2,2,1,1,0,1,1,1,1,0,1,1,0,2,0,0,0,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,2,0,1,1,1,2,0,0,0,2,0,0,0,3,0,0,9,0,0
"179",2,3,0,0,0,0,0,1,2,1,1,0,1,2,1,1,0,0,0,1,1,0,0,0,2,3,0,1,0,0,1,3,0,2,0,3,0,0,0,0,1,2,1,1,3,1,0,2,0,0,1,0,2,0,1,2,0,1,5,1,2,0,1,0
"180",1,2,1,0,1,0,1,1,1,0,0,1,0,1,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,2,1,0,1,1,1,1
"181",0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0,2,0,2,3,0,0,0,1,0,0,0,3,3,1,1,0,1,0,0
"182",0,2,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,3,0,0,0,0,2,1,1,2,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0
"183",1,1,1,0,1,0,2,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,1,0,0,3,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,2,0,2,1,2,1,0
"184",0,2,0,0,0,0,0,0,2,0,2,0,4,0,3,1,0,1,1,5,0,0,0,0,1,4,0,1,0,1,1,1,0,0,0,2,1,1,0,0,1,2,1,4,1,1,0,1,0,0,1,0,0,0,2,1,0,1,1,1,0,0,0,0
"185",0,1,0,1,0,0,1,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,3,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,1
"186",1,2,2,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,1,0,2,0,0
"187",1,0,1,0,0,0,1,0,0,0,4,2,5,2,1,0,0,0,2,3,0,0,0,2,1,1,0,2,0,0,0,2,0,0,0,3,1,1,0,0,1,2,1,4,2,1,0,1,0,0,0,0,0,1,0,2,1,0,3,1,0,1,2,3
"188",0,1,0,0,0,1,0,0,1,0,2,2,1,0,0,1,0,0,2,0,2,0,0,0,0,1,0,0,1,1,0,2,0,0,1,0,0,3,1,0,2,2,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,1,0,2,1,0,2,2
"189",1,0,1,0,1,0,0,1,0,1,3,0,2,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,3,1,2,0,1,0,0,1,4,0,0,2,1,2,0,0,1,0,2,0,1,1,0,2,0,0,0,1,1,0,1,1,0,1,0
"190",1,1,0,0,0,0,2,0,2,0,1,1,3,4,1,1,0,0,0,4,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,2,0,0,1,2,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,3,2,1,1,0,1,1
"191",1,1,0,0,0,1,0,1,1,1,1,0,2,0,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,1,0,0,2,2,1,1,1,1,0,0,3,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"192",2,2,0,0,0,0,0,0,2,0,2,3,2,2,1,0,0,1,3,2,1,1,0,0,0,0,2,2,0,0,1,1,0,1,0,1,0,0,0,0,1,2,1,0,3,5,0,1,1,1,1,0,1,0,0,1,1,0,3,0,2,0,0,0
"193",2,0,3,0,0,0,1,1,2,2,2,0,3,1,0,1,0,1,3,2,0,1,0,0,4,2,1,0,0,1,1,1,0,2,0,1,0,0,0,0,2,2,0,1,2,4,0,1,1,3,1,0,3,0,1,2,1,0,1,0,1,0,1,0
"194",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1,1,0,2,0,1,0,2,0,2,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195",1,1,1,0,0,0,0,1,1,2,1,5,2,0,0,1,0,0,1,0,1,0,0,2,1,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,1
"196",1,1,1,0,2,0,1,2,3,2,1,3,4,0,1,0,0,0,0,0,0,1,2,2,2,4,2,0,0,6,1,1,0,3,2,3,1,2,3,0,1,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",1,1,0,0,0,0,2,0,1,0,1,1,2,3,0,1,0,0,0,3,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,2,0,0,1,2,0,2,1,0,0,1,1,0,0,0,0,0,1,2,1,3,1,1,1,0,1,1
"198",0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,2,0,0,0,1,0,3,0,0,0,1,1,0,0,2,1,0,0,4,0,0,0,0,1,0,0,1,0,1,1,1,1,0,2,0,0,1,1,1,1,0,2,1,0,0
"199",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,3,0,1,2,0,0,12,2,1,9,2,0
"200",0,2,0,0,0,0,0,1,0,0,1,0,2,2,1,1,0,0,1,1,1,0,0,1,1,2,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,3,0,1,1,2,0,2,1,0,1,0,3,0,1,2,0,0,6,1,2,2,2,0
"201",1,2,0,0,0,0,1,1,0,2,0,0,3,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,2,0,0,3,0,0,0,0,2,2,0,0,1,1,0,0,3,0,3,0,0,1,0,0,3,0,1,0,1,1
"202",2,1,0,0,0,1,1,1,1,0,0,2,4,1,3,1,0,2,0,0,0,0,1,2,0,1,1,1,0,1,1,1,0,0,2,1,0,3,1,1,3,3,1,2,2,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0
