ligand_clean,ligand,n_lr_edges,max_delta_AD_vs_CN,mean_delta_AD_vs_CN,source_families,source_cellstates,target_cellstates,lr_pair_examples,aupr,AUPR_rank,input_top20,displayed_Fig8A
LGI1,LGI1,3,0.1441705878675201,0.0892868492435904,Astrocyte,Astro_Intermediate;Astro_Reactive,Cerebrovascular_Pericyte;Cerebrovascular_Venous,LGI1 - ADAM22;LGI1 - ADAM23,0.0308748644065361,153,False,False
EFNA1,EFNA1,1,0.143230458520713,0.143230458520713,Astrocyte,Astro_Intermediate,CapEC_ActHigh,EFNA1 - EPHA2,0.0341474663728963,51,False,False
VEGFC,VEGFC,5,0.1402665677988905,0.0552995426972488,Astrocyte,Astro_Homeostatic,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,VEGFC - FLT1;VEGFC - FLT4/KDR;VEGFC - ITGB1;VEGFC - NRP2,0.0303236141908003,168,False,False
ITGB2,ITGB2,5,0.127594624224159,0.0600878745063294,Microglia,Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGB2 - THY1,0.0354393226063147,28,False,False
CNTN3,CNTN3,1,0.125100244290914,0.125100244290914,Astrocyte,Astro_Reactive,Cerebrovascular_Venous,CNTN3 - PTPRG,0.0331375504179297,86,False,False
FGL1,FGL1,3,0.11659133763948,0.0660115283871243,Astrocyte,Astro_Intermediate;Astro_Reactive,CapEC_ActLow;CapEC_ActMid,FGL1 - EGFR,0.0333038010342347,80,False,False
LGALS1,LGALS1,5,0.111395591953447,0.04849753279598,Astrocyte,Astro_Homeostatic;Astro_Intermediate,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,LGALS1 - ITGB1,0.0360474830072546,20,True,False
RSPO2,RSPO2,1,0.0985719167564893,0.0985719167564893,Astrocyte,Astro_Reactive,Cerebrovascular_Venous,RSPO2 - ZNRF3,0.0302639078949878,170,False,False
COL5A2,COL5A2,7,0.0950904370271369,0.0584521336634095,Astrocyte,Astro_Homeostatic;Astro_Reactive,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,COL5A2 - ITGA1/ITGB1;COL5A2 - ITGA10/ITGB1;COL5A2 - ITGA2/ITGB1,0.0327008508035884,97,False,False
NRXN1,NRXN1,4,0.093931249509567,0.0567915258019342,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,Cerebrovascular_Venous,NRXN1 - NLGN1;NRXN1 - NLGN2,0.0302494314481831,172,False,False
ARF1,ARF1,3,0.093725372131641,0.0561776568799968,Astrocyte;Microglia,Astro_Intermediate;Micro_DAM;Micro_Homeostatic,Cerebrovascular_Pericyte,ARF1 - INSR,0.0326433346483507,100,False,False
HLA-DQA1,HLA-DQA1,1,0.0806756305970549,0.0806756305970549,Microglia,Micro_DAM,Cerebrovascular_Venous,HLA-DQA1 - CD4,0.0332447288265917,83,False,False
HLA-A,HLA-A,3,0.0771106242199461,0.0634683432388731,Microglia,Micro_DAM,CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,HLA-A - APLP2,0.0371194601459997,17,True,False
TIMP2,TIMP2,4,0.076684324278018,0.0452973131968496,Astrocyte;Microglia,Astro_Intermediate;Astro_Reactive;Micro_DAM,CapEC_ActMid;Cerebrovascular_Venous,TIMP2 - ITGB1,0.033706445000034,60,False,False
ENTPD1,ENTPD1,1,0.07389230642625,0.07389230642625,Microglia,Micro_DAM,Cerebrovascular_Pericyte,ENTPD1 - ADORA2B,0.0336493314509112,62,False,False
JAG1,JAG1,2,0.073095813123891,0.0534760636652585,Astrocyte,Astro_Homeostatic,CapEC_ActHigh;CapEC_ActMid,JAG1 - NOTCH4,0.0278354285676742,183,False,False
LGI4,LGI4,2,0.065673730739693,0.0410893791394465,Astrocyte,Astro_Intermediate;Astro_Reactive,Cerebrovascular_Venous,LGI4 - ADAM22,0.0312972850981654,139,False,False
NTN1,NTN1,1,0.063769726991189,0.063769726991189,Astrocyte,Astro_Intermediate,Cerebrovascular_Pericyte,NTN1 - MCAM,0.0334735046454353,71,False,False
FBLN1,FBLN1,1,0.063651726046746,0.063651726046746,Astrocyte,Astro_Reactive,Cerebrovascular_Venous,FBLN1 - ITGB1,0.0302825963549429,169,False,False
THBS4,THBS4,2,0.0614066483699259,0.0333263208773744,Astrocyte,Astro_Homeostatic;Astro_Reactive,Cerebrovascular_Venous,THBS4 - ITGA3/ITGB1,0.0334370620534532,73,False,False
FAM3C,FAM3C,3,0.0591047864435775,0.0337446801802316,Astrocyte;Microglia,Astro_Intermediate;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh,FAM3C - LAMP1,0.0326584346828474,98,False,False
JAM3,JAM3,4,0.053345210394849,0.0358857813140941,Astrocyte,Astro_Homeostatic;Astro_Intermediate,CapEC_ActHigh;CapEC_ActMid,JAM3 - ITGB1,0.0333831920478277,77,False,False
IL16,IL16,1,0.0407868965686825,0.0407868965686825,Microglia,Micro_Homeostatic,CapEC_ActLow,IL16 - CD9,0.0332740671247946,81,False,False
LAMA3,LAMA3,4,0.0309669435027799,0.0181875042080742,Astrocyte,Astro_Intermediate;Astro_Reactive,CapEC_ActMid;Cerebrovascular_Venous,LAMA3 - ITGA3/ITGB1;LAMA3 - ITGA6/ITGB1;LAMA3 - ITGA9/ITGB1;LAMA3 - SDC2,0.0347300454514371,38,False,False
KITLG,KITLG,1,0.0157991928730459,0.0157991928730459,Astrocyte,Astro_Reactive,Cerebrovascular_Venous,KITLG - KIT,0.0340510859013085,55,False,False
GNAS,GNAS,1,0.0116848329330573,0.0116848329330573,Microglia,Micro_DAM,Cerebrovascular_Venous,GNAS - ADCY9,0.0325212356219181,108,False,False
HLA-DRB5,HLA-DRB5,1,0.0082967725044219,0.0082967725044219,Microglia,Micro_DAM,Cerebrovascular_Venous,HLA-DRB5 - CD4,0.0344984322933547,44,False,False
